data,lable
回复@仙女颜究所:除去中间出去玩  晒了七八天，其他时间有防晒，比以前真的白了点 所以准备坚持打一年 看有没有特别明显的效果 每6天输一次美白针 坚持了一年，然后并没变白多少[伤心] 准备继续坚持，有输过美白针的吗？探讨一下,1
回复@干净的像风与世无争:美人三分龅，不是每个人都适合标准面型，脸会塌，我后悔死了  [泪] 正畸正到法令纹出现，脸垂，后悔死了啊 微凸的朋友不要拔牙正畸,1
回复@隐藏不开心:噢好的好的谢谢啦 回复@隐藏不开心:有啥副作用呀，多少钱呀，我也想做[泪],1
回复@可爱女孩郭德纲:我也人中长，我是唇峰上会抿出去一点点，弱化唇线，我感觉有差别！,1
能不能评价下董洁的凸嘴，我和她一模一样,1
能帮我看看吗。。我觉得我也是鼻基底发育不良，初中就有法令纹[泪] http://t.cn/Ai1O8bFr,1
回复@李苑池:骨性只能做大手术啦 我就是骨头问题 牙科医生说没办法了 回复@李苑池:反弹了咩 回复@李苑池:可以去箍牙看看嗷！,1
痘痘 鼻子 胖,1
下巴后缩 上唇短 下唇外翻[允悲]整了牙也没多大改善,1
眼距很宽想开眼角 要开外眼角吗 纠结很久了 眼睛是内双 也很怕留疤 http://t.cn/Ai1TBp1z,1
噘嘴  每次拍照必须挡嘴才能看  然后再加上颧骨明显  有法令纹 整张脸觉得没法看  笑的开心了 颧骨明显  笑的不开心 嘴又难看……,1
回复@仙女颜究所:她气质太好了！！！！肩颈动态也完美只有常年练舞蹈的人才能做到吧[泪] 其他五官都很好 但她人中太长了啊 而且很分明 就显得她比较凶,1
回复@大呀瑶_:整牙叭,1
我的是骨性突[允悲] 上面说的，只有第一条中[二哈]。不过法令纹真的深[泪][泪][泪],1
回复@sophron9:韭菜[费解]什么梗 回复@sophron9:肯定是不想少吃，也不想动，才会选择抽脂的，我有一个朋友的胸就是隆的，真是漂亮，人家每天带着胸贴就出门了，根本不需要穿内衣 加上又抽了脂，简直就是胸大翘臀腰细，s型 回复@她的闺女:底子好的，需要动的地方还少一点，底子不好的，简直就是换头 回复@仙女颜究所:[羞嗒嗒],1
回复@仙女颜究所:所以人中是下庭吗？我人中长[允悲]也显老,1
回复@RENZHENJIANFEI_:我以为是韩国那个号称整容模版的女生,1
回复@想改个网名让你们不认识我:恢复的很好呀！！双眼皮好好看，我觉得很自然了,1
回复@居居菜子:我还没下巴，一点点，差不多两根手指横放的长度,1
凸嘴没下巴星人来啦！1拍照尽量拍正面照，或者稍微偏一点，千万不要拍侧面或45度侧脸，绝对是灾难！2越是凸嘴越要露齿笑，但不要露牙龈！笑起来可以拉长下巴缩短人中。3化妆的话，可以画一个精致的唇形，加强颌唇沟，视觉上不会那么凸。4加强脸上的亮点，让别人的注意力集中在美丽的地方而不是凸嘴上！,1
回复@吴二狗的妖孽人生狂and猛:真羡慕只有咬肌的脸[允悲] 回复@仙女颜究所:那有点脂肪怎么办？ 回复@吴二狗的妖孽人生狂and猛:那有点肉肉脸不能打消脂针那怎么才能瘦点呀[可憐],1
我不仅嘴凸眼球还凸，像蒋梦婕的一样,1
回复@仙女颜究所:是的！每次早晨醒来如果嗓子干的发疼，我都在心里哭喊，天哪睡了一夜又变丑了！ 鼻炎导致的！鼻子不透气老是用嘴呼吸[泪],1
凸嘴，笑起来才短 必须要笑 http://t.cn/Ai1lV8Cz,1
回复@一颗水煮蛋的发奋日记:一般人都够宽 正常距离啊……只有眉骨高的才近。。 回复@桂树合团团:我就是不用化眉毛只涂rubywoo提气色的 回复@吃猫的鱼_yuu:肉肉脸只能面吸脂肪,1
回复@居居菜子:我凸嘴+短下巴+下巴后缩[跪了],1
回复@TTwinklestar:我眼睛也有一点往上走，我准备做个下至,1
回复@JEANDARING24:我感觉你需要抬高鼻子就完美了,1
平民窟女孩打下巴用润百颜可以嘛[允悲],1
本身嘴唇有点下垂做这种会不会不好看啊,1
回复@xqxqxqxqxqYeah:我以前去看过牙医，他说我这种就算整完对面部也没什么影响，所以我就没整 回复@瑶妹的少女心啊:哭了[悲伤] 回复@请叫我璐瑶大宝贝:图片评论 http://t.cn/Ai1l5LL4 回复@仙女颜究所:啊，这应该怎么整 这种呢[泪] http://t.cn/Ai1lvOzo,1
回复@111111只大雁:真的被自己丑死。 http://t.cn/Ai1lzw2r 牙医跟我说的?? 1，口呼吸会导致嘴凸，比如晚上睡觉的时候。所以晚上一定要闭嘴睡觉。2.一些不自觉的小动作，比如咽口水的时候是不是舌尖会顶一下牙齿，这也会造成嘴凸。,1
回复@Tinybeautifulthings2019:和cici 身材比例 面部轮廓差太多,1
这也是术前 分享图片 坐标南京 1w2 照片看起来没啥大差别 其实对称了很多 然后宽了一丢 自己很满意 术后 分享图片 术前 分享图片 到现在快要三个月 俺也来投个稿 8月5号做的park双眼皮 不清楚几厘米 直接上手术台了,1
请问小仙女，坐标山东济南，有好的皮肤医美医生吗,1
那请问我有没有凸嘴呢 我的上嘴唇好奇怪呢[可怜][可怜] 我真的感觉我嘴凸 笑起来会露出牙龈 丑绝了[泪][泪] 谢谢您！！[泪][泪][泪] 分享图片 我想麻烦您帮我看一下我这个侧脸的问题！真的好难看好难看[泪][泪][泪][泪] 您好！,1
自己实在不知道哪里的问题 请帮忙看一下 非常感谢了[泪][泪][泪] 分享图片 分享图片 能帮忙看一下嘛 [泪][泪]不懂 但按照画出来显示的是我下巴后缩？ 我一直以为自己是鼻基底太低有点龅牙导致的法令纹 能麻烦帮忙看一下对不对嘛 自己尝试画了一下 看了你的判断面中和嘴突的文章 分享图片 你好,1
好像真不适合披头发，从小到大一直马尾[泪]?? 我感觉我的眼睛一以下留白很多，这种适合什么样的发型呀 仙女～这是原相机能帮再看下嘛 分享图片 分享图片 我的颧骨不外扩嘛，那眼睛内眦赘皮怎么改善呀 有点自卑了，就是不自信 分享图片 分享图片 能看下我的脸型和面部问题吗，评论发不了图[允悲] 嗨仙仙～,1
想问一下有龅牙的问题吗？[嘻嘻] 分享图片 分享图片,1
想了解嗨体,1
美女我想了解嗨体！,1
方式阿 鼻部整容都有哪些 奥奥 从山根到鼻尖 整体都要做吗 奥奥 矫正牙齿  对面部没有什么大改变哈 [允悲] 这个是正面 分享图片 能有什么变化吗 矫正牙齿 我的侧面 分享图片 仙女我想问一下,1
这样的怎么办呢？ http://t.cn/Ai1l587G,1
牙中线外的厉害，每次都在纠结笑的时候要不要鹿牙 http://t.cn/Ai1laozH,1
回复@瓦塔西瓦4pm:好的 看到了 好好看 可以保持多久啊？,1
姐姐翻翻我！170多少斤算较瘦啊啊啊,1
是不是笑的好看的 上唇笑起来都看不到什么,1
怎么解决！！！,1
回复@仙女颜究所:我这样是不是也是这种情况[跪了][跪了] http://t.cn/Ai1liGif,1
怎么改善呢[泪],1
回复@lass波凍:有拔牙吗,1
我自己算吗 http://t.cn/Ai1jPx2b,1
之前也是这样，涂抹了医院的药也不好用，但是后来试了硫磺皂很管用，就在淘宝两块钱一块,1
我是洗完澡让别人给我涂背，凡士林烟酰胺身体乳+夫西地酸药膏。身体乳属于歪打正着，可以考虑涂消炎药膏,1
回复@扶摇直上十厘米:我想打下巴[笑而不语],1
前期每天用沐浴露洗澡，洗完澡之后一定要涂身体乳。 后期等痘痘好一些了，可以减少沐浴露的使用，直接用清水洗澡，还是一定要擦身体乳。身体乳可以用果酸身体乳。,1
回复@在有眼泪的雨里都是你:每个人感染的细菌不一样，用的药也不一样的，医生说的 后背长了好多年痘痘！后来我去看了皮肤科医生，给我开了一支十几块的软膏，擦了两个月，就恢复正常了。比什么硫磺皂舒肤佳靠谱多一万倍！,1
是我这种了，凸嘴真的法令纹会很严重！ http://t.cn/Ai1E4nwG,1
想问一下激光的价格[泪],1
回复@如此不期而遇:用什么去呀 背后痘印怎么办？现在不长痘了，但是好难看,1
回复@爱吃榴莲的梦梦:不要着急，像减肥一样慢慢来，一定要遵医嘱，不要相信网上卖药的 回复@仙女颜究所:是的，保持好心态也对皮肤修复有很大辅助效果 头几年我也得了激素依赖性皮炎，我真心奉劝各位姐妹，不要做那些三加一面膜，一层又一层的，会让角质变的特别脆弱，上学的时候年少无知，活活做成了皮炎，然后不知道哪一个买到了假货，成了激素脸，治了两年！期间甚至想死了，不是夸张，是真的绝望，所以这个病要配合心理治疗,1
我是去了那种皮肤管理中心做得脸，不知道有没有效果[泪],1
所以说怎么才能瘦脸,1
回复@猫车来的太快就像龙卷风-:中庭不长，我觉得可能是上嘴唇稍微薄了一点点，或者是上嘴唇太用力了，下次放松嘴唇拍照试一下[可爱]因为我有时也会不自觉用力抿嘴，所以推测下,1
我买的曼秀雷敦的后背喷雾，洗完澡之后喷后背，很有效果。但痘印还是好多夏天都不敢穿露背的[泪],1
回复@仙女颜究所:谢谢你  么么哒 痘印留下的色素沉淀，看着像淡淡的斑~怎么祛除呀。    求博主回复,1
回复@尤长靖的歌好好听:哇噻！我也是！老娘天天戴着两万多的牙套生活[嘻嘻],1
回复@小阿萱呀-:我用的是采乐hhh 我也是马拉色菌，十几年了，去年开始擦治真菌药膏后好转，最近几个月用满婷每天清洗完后擦烟酰胺精华，好很多！！不要用硫磺皂，那个太干了，用完会疯狂给你分泌油脂出来。医生说必须早睡，不然复发率百分百，这特么谁能做得到，现在我就是控制住了，除了陈年痘印，偶尔冒几颗，已经很满足了！,1
回复@唐每文:请问伊婉c680是合适的吗。。 那么突突的是啥。。注射的玻尿酸不纯吗！,1
回复@不爱吃这玩意儿:嗯嗯嗯[抱抱][抱抱][抱抱] 回复@仙女颜究所:[抱抱][抱抱][抱抱][抱抱] 回复@不爱吃这玩意儿:真的绝望，感觉都要得抑郁症了[泪][泪] 我就是乱搞成了激素脸[泪][泪][泪] 真的要去医院[泪][泪],1
我之前也是胸前后背孢子真菌感染 医生给我开了两瓶喷剂现在基本不长了 就偶尔冒几颗,1
回复@依与柒:我也是凸嘴然后嘴唇厚 555,1
我我我！从初中就开始后背长痘，后背都是痘印。用果酸身体乳好过一小段时间又开始一直反反复复的发作。去年开始用果酸直接上背，有明显的效果。 然后就是每天用刷背的刷子刷，每天摸身体乳。现在稳定下来，偶尔只有几颗了,1
这个我深有体会，大一军训晒伤到药房，我也不知道药房啥心态给我开了个带激素的药一涂晒伤就好了，从此以后见太阳脸就开始发红发烫发痒，直到大一暑假回家，我上网搜才明白激素脸这一说，学网上的土方说擦香蕉皮能治到最后整张脸真的是毁容，肿得惨目忍睹，我妈上班请假带我去三甲医院，才慢慢养起来。,1
注意清洁，毛囊炎的话要看医生坚持抹药哦,1
回复@_o淮淮o_:我也是混油皮 回复@_o淮淮o_:我也是混油皮哦 回复@_o淮淮o_:为什么我用这个精华 痘和闭口都消了,1
果酸身体乳,1
建议小仙女先去医院看看吧、我胸前也有小疙瘩各种方法试了好长时间也消不下去。前短时间去医院看了看，是多发性脂囊瘤，就是消不掉的[允悲],1
回复@撒谎的都是坏居居:我就是！他吗的 别做双眼皮,1
回复@小郑小郑钱么不会挣:对 我一开空调热风脸就像红烧猪头（介意姐妹开空调的时候戴上冰丝口罩 挂在耳朵上能盖住脖子的那种）脸会舒服一些 回复@马达加斯加的兔子阿:太难受了 我脸特别容易红 在热的时候或者是害羞激动的时候 脸就一下子好烧,1
回复@明珠闺蜜JN:反向操作，上嘴唇口红别涂太满，高光不强调鼻头，修容扫一扫鼻底？,1
孢子菌毛囊炎我之前也犯过，后来医生告诉我用康王洗发水洗好了?? 对 没有错，就是那个去头屑用康王的康王,1
我以前玫瑰痤疮被我妈带去看中医，吃了快两年的中药脸上爆发的比这还厉害，后来看回西医，药物治疗配合激光治疗，虽然还没完全恢复，但也好多了。所以皮肤出现问题一定要及时看医生！！！,1
回复@你好我是南瓜饼:医生说有效啊，先带上再说哈哈哈哈哈 回复@你好我是南瓜饼:我好像听见你在叫我[嘻嘻]马上就安排上牙套了！[太开心][太开心],1
[doge]你们知道中庭鼻子都长是啥感觉吗！ 就是远看我就剩下半张脸[泪][泪][泪] http://t.cn/Ai1HYLdf,1
回复@今天皮肤也很差:今晚[月亮]老公[月亮]不在[兔子][微风],1
不要熬夜。。。熬夜后背的油脂分泌会很旺盛,1
我觉得跟心情和作息有关系。最好少熬夜保持心情愉悦，我前段时间也是突然脸和胸口张痘，改善之后就不长了，没用什么产品。,1
回复@小璐要加油:痘印其实也是挺好弄得 我都已经好了 回复@今天是颗水蜜桃:这还是没有找对方法啊  我之前就是一片 现在都已经好了,1
可以用磨砂膏祛背部的油脂痘痘有改善,1
我真的喜欢钟楚曦 为啥会有人说她不好看啊 身材也很完美啊 这肩颈线 这720度 不修图也全是美感的头 我做梦也想要啊啊啊啊 怎么大笑 什么表情 脸都不会崩 我真的最爱她的颜呜呜呜呜,1
zs的鼻子真的毁了……,1
回复@-温热冰块-:鼻基底特别！低 还有撅嘴 而且鼻子特别小[泪][泪][泪]法令纹好久来,1
我已经加你微信帮我看过了，太谢谢了 你好，我想请问一下我怎样拯救眼睛无神呢，三白眼真的太难了[泪][泪][泪],1
好～谢谢你[心] 谢谢你～～我这样的话做隐适美会有改善吗？真的觉得嘴凸，感觉法令纹都会严重 分享图片 分享图片 hello仙女，我想问下，我目前对自己的脸有点不满意，主要是侧面的问题，有点嘴凸，所以人中也长，我觉得我下巴也短……目前我也不在国内，所以面诊医生啥的实现不了，看到你给很多妹子有提建议，如果你看到这条私信的话，我想听听看你的建议[心],1
[泪][泪][泪] 还有就是催吐会使脸变宽对不对 鼻梁可以捏高吗[泪][泪] 捏鼻子有用不 想问你如果鼻翼大怎么视觉上缩小呢 你好鸭,1
谢谢 行叭 分享图片 分享图片 分享图片 分享图片 最近才关注的，高中就发现自己嘴凸，能不能帮我看下是不是牙的问题，原相机拍的,1
谢谢小仙女～[愛你][愛你] [鮮花][鮮花][鮮花] 因为这个很难根治 容易复发 我很困扰 哇真是谢谢你啦！！！ 就很丑 我觉得 最近心情也不好 很难根治 我想你可以发个wb吗 就我想看看别的小仙女们都是咋弄好的 医生说是糠秕狍子菌毛囊炎 我用了日本祛痘皂也没啥用 我想问下您 我最近背后胸口长疙瘩 和痘痘 小仙女你好 关注你很久了,1
想请问一下牙齿矫正和鼻子整容哪个更能改变形象啊,1
是牙性吗 姐姐看看我这个嘴是啥情况  龅牙吗 分享图片,1
做激光有用么,1
想问 唇纹很显得 打这个有用吗,1
冻干粉吹的效果特别好的，会不会有激素,1
谢谢啦嘿嘿 我觉得有点长哈哈哈  难道不算长啊 图二用美颜了 仙女姐姐  想知道中庭长需要改善哪里 分享图片 分享图片,1
回复@唐每文:想问一下纽拉美斯可以打嘴巴嘛？,1
觉得自己下嘴唇有点厚了?? http://t.cn/Ai1uTApE,1
长痘不敢长期喝牛奶[泪]有什么可以代替吗,1
想问一下雅顿的复合面霜可不可呀？,1
我想问问盘腿坐是不是也不好啊？,1
回复@這個莱姆不太酷:我是鼻头红 因为爱长痘 而且痘痘没了也感觉那几个地方留下了痘痘的种子一样 哪天它不高兴了又从同样的几个地方长出来  鼻子一直就红红的,1
回复@我家猫会劈叉S:姐妹可以试试晕染上唇边界 可以搜激吻唇化妆视频康康[兔子],1
回复@-刘什么:医生建议停掉一切护肤和化妆，不用洗脸，硬抗。然后脸开始结痂掉皮，皮掉完之后就好了。我硬生生戴了五个月的口罩[允悲],1
减肥吧,1
回复@HY花漾:求助大家！走投无路了 具体看我微博[泪][泪][泪] 大家好 我是海淀区五棵松苹果专卖店的员工 有一位顾客在10.26号购买了一台11ProMax墨绿色256G的新款手机 价格是10899顾客讲价象征性的便宜了20元 有100元是订金 线上支付 但是由于个人失误刷卡时 输错了金额 少收了9693元 这个损失是需要个人赔付 现在想找到这位顾客补刷剩下的金额 希望大家帮帮忙[泪],1
鼻子优秀！,1
看 我嘴凸 太难了[泪][泪],1
回复@幺F幺:结伴呀 回复@幺F幺:约的崔凡的医生,1
矫正牙齿,1
回复@请注意卸妆:真的很像 特别是下半张脸,1
减肥真的好难,1
北京的有推荐的医院吗？,1
喷雾不会越喷越干吗？我记得之前有说蒸发后皮肤更干 回复@重达100斤:大宝就是会疼！！！我擦面霜都不会疼，昨天擦了大宝疼到我怀疑人生,1
请问小姐姐，我是属于中庭过长吗？总感觉比较显大，没有少女感[委屈] http://t.cn/Ai1d0eZb,1
导演太会选演员了。。这几个演员都是光分析脸的审美都完全和人物设定相符的,1
回复@Laura在上海:因为国人大多喜欢甜美长相吧  喜欢傅菁这么A的还是少数 她性格很温柔  但是看着有点清冷 完全长在我的审美点上 回复@重庆舒拉:送你上去 回复@藤原拓海正牌女友:个人审美吧  我觉得她鼻子像猫科动物  很可爱,1
我遗传爸妈皮肤白，但是脸上有雀斑，红血丝，痘痘，化妆想都不敢想，国庆去做了医美，到现在也没好[微笑]而且我已经戒掉零食饮料小吃主食，也早睡早起。我给自己说，如果到年底了，痘痘还没好，我就放弃治疗痘痘，专治红血丝吧。减肥也在进行！希望可以好起来[泪],1
到冬天了，减肥好难啊,1
脸宽 额头窄 汗管瘤,1
回复@NEI哦-:她好心机的…脸都不在一个平衡线上，她往后靠脸，显脸小 郑爽鼻子可以戳死自己了,1
真的平颧骨 要是还有尖下巴 那一旦胖了 是五官整体下移。。。特别心累,1
回复@YYqq世界55:我只有法令纹,1
比较敏感的肌肤就不建议美白了 先把皮肤屏障养好 欧玛的橄榄精华很好 退红很快,1
回复@似冷非寒s:和姐妹一起加油！变身白美小可爱！ 回复@似冷非寒s:嗯嗯，我暑假的时候顶着红脸打工攒好钱了，本来想自己偷偷去，但是昨天没忍住说出来了，结果就不让我去，特别委屈，都没人理解我[泪][泪] 回复@似冷非寒s:我也是玫瑰，红烫那种，昨天跟我妈说要去打光，她怕打坏不让我去，我哭了一个小时，今天脸又特别容易发红[泪][泪]现在又好想哭,1
欢迎关注知乎:)   微信公众号搜索：知乎日报 关注官方订阅号，每日推送全站热门内容，定期发布活动福利噢！（￣︶￣）[/ee88b6.png]  知乎相关问题请私信留言，我们会在 3 个工作日内回复,1
分享图片 分享图片 您好，我要投稿[爱你]我想做鼻子，所以想请您和各位仙女给一些意见，我个人想不动鼻尖，用柳叶形假体垫鼻背，不知道我的鼻子条件可不可以,1
想要咨询一下 在吗,1
小姐姐～(￣▽￣～)~要双十一了，你能说一款油皮防晒霜吗？学生党，真的超爱长痘[泪][泪][泪],1
[泪][泪][泪]好的我明白了 侧面真的突突的好难看 我去问问医生 谢谢小姐姐啦[给你小心心][给你小心心][给你小心心] 侧面不好看估计和我额头扁平也是有关系的是吧～ 最近刚好想去整牙 嗯嗯好的谢谢小仙女???♀? 分享图片 分享图片 小姐姐问一下我的面部 属于鼻基底凹陷和嘴凸吗 通过箍牙可以改善嘴凸吗 分享图片 分享图片 分享图片,1
好的！！谢谢你[爱你] 怎么可以改善吗姐妹[泪] 分享图片 仙女研究所你好呀～想问一下笑起来两边脸有沟怎么办呀～哭泣了～不知道是不是打了几针瘦脸针的原因，但是笑起来总觉得不好看不精致的感觉[泪],1
仙女！请问你们接收费整容咨询吗？,1
对方撤回了一条消息 嗯嗯 写的文 发你微信吗？ 好的呢[/ee80a2.png]? 我以后写的文 可以投稿吗？哈哈哈哈 自己也是美术系毕业 然后也学着看着很多 我也觉得 毕竟算是美一类的 个人美商高低修炼各不相同 希望出几期 女孩如何定位自己风格最大优势和更优化优势的文吧 我感觉审美这个东西 存在理性和感性 太深奥了 好的呀 谢谢你抽空回复啦 我很喜欢你的各种科普 让我成长很多 哦哦 那和李沁的相似点多吗？多的话以后就参考了 个人比较喜欢天仙的攻 和 章若楠的邻家甜美 一直在找共存的平衡点 可以给一些建议吗 在定义最主要的风格的时候 我可以侧重哪个气质会有更高的提升或者有辨识度 谢谢啦 分享图片 分享图片 分享图片 所以大五官我也喜欢淡妆或者裸妆 我比较想要有甜感 但是不希望网红那种讨好的甜 前置拍的 分享图片 嘿嘿 关注你很久了 所以学了很多 鹅蛋脸 我不是方脸呢 你好 好奇一个问题 一个人眉眼甜美灵动 鼻唇克制冷静 五官立体 骨相优势大于皮相 身高168 那么清冷和甜美碰撞出什么样的气质呢？盐汽水气质吗？甜中带咸 不腻不乏 感觉自己有点这样的感觉 但是不好定位自己的风格 能不能有机会分析下呀,1
过敏全脸脱皮怎么办呀[泪],1
我是吗,1
我觉得是刘海的问题以及头发直曲度,1
果酸试试吧,1
胖 脸肉 头大其他的还算满意,1
什么遮瑕比较好用？,1
用水杨酸那个棉片 洗完澡擦拭真的????,1
我每次坚持洗澡用搓澡巾搓后背就不长痘痘了，而且很滑。已经用沐浴露??不搓的时候就会长,1
我前胸后背长了很多年   现在好的差不多了  总结来还是：勤换床单贴身衣物除螨   多跑跑跳跳出出汗 洗澡用除螨皂  控制零食  吃中药调理,1
每天洗澡 隔三差五用磨砂膏 现在后背基本没有痘痘了,1
补充维生素 我之前有一些遗传的鸡皮和痘痘 就洗澡去角质 补充维生素就好了,1
我做了全瓷牙。。上面四颗,1
我脸上太多痣了[泪][泪][泪][泪],1
我是嘴凹[允悲],1
高度应该没错，但是弧度不够 http://t.cn/Ai1YPdL9,1
我后脑勺特别扁平，我妈很自豪的说都是以前认真用枕头给我睡出来的[泪][泪][泪],1
感觉脸型变化了一点，有做其他的项目吗,1
术后的嘴唇和我儿子每天咬嘴唇咬出来一个样……,1
嘴凹的就我一个吗 我觉得凹更丑,1
回复@无人幸免桃色狙击:我怕留疤所以没开，但是效果也还行。术后10天 http://t.cn/Ai12xuSq,1
女孩一定不能有劲纹呀！,1
妈耶我的嘴也太凸了,1
全脸对嘴最满意 http://t.cn/Ai1LEo0V,1
帮忙看看！ http://t.cn/Ai15PIQQ,1
我就有这种,1
请问是这样吗！！（哭腔） http://t.cn/Ai1Vrc6v,1
我也圆肩 还是被健身教练发现的 幸好有人告诉我 现在在努力改[加油],1
嘴大的纵向笑了不是更大吗[允悲],1
我的是不是没有亲和力啊[允悲] http://t.cn/Ai3eBxIe,1
其实大部分是脂溢性皮炎 忌口甜食把,1
我就是这样！！,1
拔智齿，加做隐适美，已经5w啦。 拔智齿最好两边一起拔，越早越好。,1
圆肩真的要哭了[泪],1
有啥好方法改善吗,1
门牙有个大牙缝,1
可以问一下再加一个脑袋扁怎么破……根本扎不起马尾辫，一会就滑下去……,1
[心][心][心] 谢谢小仙女 之前就特别纠结 自己额头大 但是有刘海又违和 没有别人那种可爱感 刚刚在找对比图 是吧…… 分享图片 分享图片 小仙女 我就特别纠结要不要刘海，不要刘海额头大，拍照不好看大额头，但是现实可以走御姐一点那种，有刘海就照片好看，现实看着特别违和……同学说像日本人…… 下面这种类型是小仙女说的适合我的酷女孩吗 第一个是我自己p的发色哈哈哈 分享图片,1
回复@甜腻枸杞:这个有用吗？,1
我用了爆豆 然后又去做微针 没必要 就定期做微针就好了,1
只有上唇是酱婶儿的 http://t.cn/Ai3VrJ4B,1
这样嘛？ http://t.cn/Ai3Xfj4V,1
我的大厚嘴唇[嘻嘻] http://t.cn/Ai3VFzae,1
洁牙后牙会变白吗,1
康康我[佐伊卖萌],1
可以私信一下仙女帮看看吗！,1
超皮秒和蜂巢皮秒的差别是什么啊,1
推荐小腿粗的姐妹试试B站女团腿,1
我也是下垂眼[拜拜],1
回复@天鹅绒蓝:只可惜我眼睛肿 http://t.cn/AiBqleMf,1
激素脸好弄呀  我的都修复好了,1
注意饮食，不要吃油腻辛辣的。多喝水！不要熬夜！用上海硫磺皂洗澡！勤换被单床单！还有就是搭配控油的舒肤佳的祛痘沐浴乳！我就是这样好的！连痘印都没有,1
小时候可不喜欢自己吊稍眼了 一直把眼尾往下拉..,1
这张脸28我都觉得多[作揖],1
回复@wyn2hot4u:对！我以前留刘海也很土 因为本来下面就宽 上面一遮就更显的脸大…[二哈] 回复@森绘梨牛奶:喔！姐妹！咀嚼的时候我的咬肌也是 像一坨蠕动的大虫(这么说虽然很恶心哈哈哈)[泪]这种应该如何是好啊！ 回复@wyn2hot4u:我也是以前留了刘海 单纯以为是脸大还减肥 但是我现在生怕自己瘦了脸上的肉少了 因为骨相不好 颧骨有点突出 回复@森绘梨牛奶:千万不要打！姐妹这是骨头的问题 是颧弓突出下骸角大的问题 瘦脸针会更加突出骨相的缺陷 我也是这样的脸型呜呜呜呜呜,1
我有一个室友就是这样，上次她去武汉预约了皮肤科，开了一堆抹的药。说是什么螨,1
回复@原炫酷苏是六娃:好的，谢谢你的耐心解答[兔子] 回复@原炫酷苏是六娃:多少钱一次呀？ 回复@原炫酷苏是六娃:你做的面积大吗，多久一次呢，我的面积挺大的 回复@原炫酷苏是六娃:要多久才能恢复呢？ 回复@原炫酷苏是六娃:我也想做染料激光，但是做完半个月都没办法出门吧？[泪],1
小腿粗真的不想活了[泪][泪][泪],1
不影响生活的话 无所谓的,1
回复@仙女颜究所:感觉是电动牙刷功率太大了 回复@仙女颜究所:现在改成毛刷就好了 每年做冷光  没有敏感  反而用了一年电动牙刷敏感了,1
回复@阿晗晗晗就酱:好一个因为爱情。其实一开始整容就是自卑，但不是因为别人对她的评价自卑，流星雨一出来都是叫她小仙女的人，是她对自己长相自卑，作茧自缚了,1
回复@仙女颜究所:好的~ 我就是这种凹眼睛脸配不上，现在好怕老啊！,1
回复@小兔子乖乖把门开开8:之前我有看到相关的，说如果无法坦然面对对方的眼睛，那就盯着对方的鼻尖吧，从对方的角度来看，你就是在与他对视[求关注]但还是要努力做一个自信的人呀,1
回复@仙女颜究所:爱您！[爱你][爱你] 有没有眼尾上翘的详解[污],1
回复@平生意难平:小姐姐还能分析吗[泪] 吊眼的我看起来凶[喵喵] 回复@华清妖快滚去减肥:害[doge] 可能不是铁粉,1
回复@桂树合团团:有没有适合黄皮口红色推荐，我也不爱化妆，唇色也不好看，皮肤不白，就正常人那种黄皮 回复@她的闺女:不知道为啥，佟虽然很美，但是我看她不会眼前一亮，我觉得她是小美女，不能到大美人那一挂[允悲],1
她们若是不化妆，也会很显老的，这个是精修图片，怎么都好看,1
油皮想试试?,1
什么时候才能有牙齿进医保阿,1
鼻子??五官小头小 显得鼻子又肉又大 不能笑！,1
回复@CcccCrystal123:你好，请问你在哪里做的牙龈移植？,1
晚晚脸是真的小啊,1
郑爽那么好看为啥还要动鼻子啊   还能补救吗生日会时候多好看,1
回复@不了12138:虾青素修复，传明酸美白,1
眼睛眉毛都下垂的我，被很多次说长得像流氓兔[二哈],1
啊 和我鼻子一样 我鼻梁挺高 可鼻头那里不翘 最丑的是鼻翼大 听说鼻翼不好做 害怕,1
大腿粗的求仙女发一下[泪] 回复@玄鹭啊:我觉得行哈哈哈哈,1
同样的凹陷[汗],1
回复@是下垂眼呀zZ:他好帅啊,1
回复@超酷的燠:面部留白已经很少了，再丰唇就会感觉媚俗而拥挤了,1
妈呀我的鼻子也是这样！侧面我们一毛一样！！！,1
我是肿泡眼，我就想问了，上眼皮什么时候脂肪流失啊,1
回复@菠萝精仙女:不过真的很佩服她， 回复@菠萝精仙女:不过她脸小这方面确实本来也优势，之前和她真人自拍，我162比周围人略小一些的脸，雷婉莹170+脸还比我小好多好多，简直不像个真人,1
回复@抹茶车轮:对对对！不管大腿小腿都粗！姐妹上去！,1
还是会变得精致一点，面部改变不太大 你好，请问鼻子下巴手术后对整体面部会变一个人的感觉吗,1
好哒 谢谢～ [泪] 需要动手术吗 侧面是这样的 分享图片 月牙型脸矫正牙齿的话可以修复吗 博主我想问一下,1
我大油皮心动了 钱包捂不住了,1
这个医生现在在新氧上都搜不到了[悲伤],1
鼻基底太高怎么办,1
跟我的鼻子长得好像啊  我也想整鼻子,1
求救，窄额头高颧骨宽下巴。。画什么眉呢[泪],1
您好～想跟您咨询一下面部情况呀～,1
美白什么效果最好呀？,1
回复@菠萝精仙女:我觉得脸也很好看啊..拍照不好看的人怎么往后缩都不好看吧 拍照当然要漂漂亮亮的啊,1
